January 7, 2025 > 16:23:04 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 400, pepose = string
January 10, 2025 > 11:48:07 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:08 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:08 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:08 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:08 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:08 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 11:48:12 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:12 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:13 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:13 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:13 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:13 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:14 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:14 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:14 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:14 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:14 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:14 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:14 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:48:56 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:49:26 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 11:49:36 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:17 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:17 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:17 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:17 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:17 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:17 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:17 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:18 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:18 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:18 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:18 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:18 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:18 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:18 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:19 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:19 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:19 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:19 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:19 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:19 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:19 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:20 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:02:51 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:06:10 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:07:02 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:07:02 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:07:02 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:07:02 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:22:50 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:22:50 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:22:50 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:22:50 | ERROR | id = 2, operation = add_expens, status = Server error - tuple index out of range, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:23:30 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:23:30 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:23:30 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:23:30 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:23:30 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:21 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:21 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:21 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:21 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:21 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:50 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:50 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:50 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:50 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:50 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:53 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:53 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:53 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:53 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:53 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:54 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:54 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:54 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:54 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:54 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:54 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:54 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:54 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:54 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:54 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:54 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:54 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:54 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:54 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:54 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:54 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:54 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:54 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:54 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:54 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:54 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:54 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:55 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:55 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:55 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:55 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:55 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:56 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:56 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:56 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:56 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:56 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:56 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:56 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:56 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:56 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:56 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:56 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:56 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:56 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:56 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:56 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:56 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:56 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:56 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:56 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:56 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:56 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:56 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:56 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:56 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:56 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:56 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:57 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:57 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:57 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:57 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:57 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:57 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:57 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:57 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:57 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:57 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:57 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:57 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:57 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:57 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:57 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:57 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:57 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:57 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:57 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:57 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:57 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:57 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:57 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:24:57 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:57 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:57 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:24:57 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:24:57 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:57 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:24:57 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:24:57 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:26:58 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:58 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:26:58 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:26:58 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:58 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:26:58 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:26:58 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:58 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:26:58 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:26:58 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:58 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:26:58 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:26:58 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:26:58 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:26:58 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:26:58 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:26:58 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:26:58 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:26:58 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:26:58 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:26:58 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:58 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:26:58 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:26:58 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:58 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:26:58 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:26:58 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:59 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:26:59 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:26:59 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:26:59 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:26:59 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:26:59 | DEBUG | Трата успешно добавлена
